h,k,l,del_CN,tension_host,tension_impurity,del_tension,radius_host,radius_impurity,del_radius,PEN_host,PEN_impurity,del_PEN,IE_host,IE_impurity,del_IE,EA_host,EA_impurity,del_EA,Esegr
1,1,0,6,2.15,2.4,0.25,3.07,2.95,-0.12,1.5,2.36,0.86,7.5496,7.864,0.3144,0.323,0.81626,0.49326,0.47
1,1,0,6,2.15,2.7,0.55,3.07,2.87,-0.2,1.5,1.9,0.4,7.5496,7.8335,0.2839,0.323,0.060396,-0.262604,0.75
1,1,0,6,2.15,2.5,0.35,3.07,2.83,-0.24,1.5,2.2,0.7,7.5496,8.4382,0.8886,0.323,1.0778,0.7548,0.73
1,1,0,6,2.15,2.25,0.1,3.07,2.84,-0.23,1.5,2.2,0.7,7.5496,8.967,1.4174,0.323,1.56436,1.24136,0.49
1,1,0,6,2.15,1.8,-0.35,3.07,2.9,-0.17,1.5,2.28,0.78,7.5496,8.9587,1.4091,0.323,2.1251,1.8021,0.11
1,1,0,6,2.15,1.14,-1.01,3.07,3,-0.07,1.5,2.54,1.04,7.5496,9.2255,1.6759,0.323,2.30861,1.98561,-0.37
1,1,0,6,2.4,1.65,-0.75,2.95,3.05,0.1,2.36,1.54,-0.82,7.864,6.8281,-1.0359,0.81626,0.07554,-0.74072,0.02
1,1,0,6,2.4,1.95,-0.45,2.95,2.82,-0.13,2.36,1.63,-0.73,7.864,6.7462,-1.1178,0.81626,0.52766,-0.2886,0.04
1,1,0,6,2.4,1.59,-0.81,2.95,2.68,-0.27,2.36,1.66,-0.7,7.864,6.7665,-1.0975,0.81626,0.67584,-0.14042,-0.14
1,1,0,6,2.4,1.06,-1.34,2.95,2.7,-0.25,2.36,1.55,-0.81,7.864,7.43402,-0.42998,0.81626,-0.5,-1.31626,-0.25
1,1,0,6,2.4,1.88,-0.52,2.95,2.66,-0.29,2.36,1.83,-0.53,7.864,7.9024,0.0384,0.81626,0.153236,-0.663024,-0.35
1,1,0,6,2.4,1.88,-0.52,2.95,2.62,-0.33,2.36,1.88,-0.48,7.864,7.881,0.017,0.81626,0.66226,-0.154,-0.45
1,1,0,6,2.4,1.78,-0.62,2.95,2.6,-0.35,2.36,1.91,-0.45,7.864,7.6398,-0.2242,0.81626,1.15716,0.3409,-0.42
1,1,0,6,2.4,1.3,-1.1,2.95,2.67,-0.28,2.36,1.9,-0.46,7.864,7.72638,-0.13762,0.81626,1.23578,0.41952,-0.75
1,1,0,6,2.4,1.48,-0.92,2.95,3.35,0.4,2.36,1.33,-1.03,7.864,6.6339,-1.2301,0.81626,0.43328,-0.38298,-0.81
1,1,0,6,2.4,1.9,-0.5,2.95,3.07,0.12,2.36,1.6,-0.76,7.864,6.75885,-1.10515,0.81626,0.9174,0.10114,-0.31
1,1,0,6,2.4,2.25,-0.15,2.95,2.99,0.04,2.36,2.16,-0.2,7.864,7.09243,-0.77157,0.81626,0.7473,-0.06896,-0.24
1,1,0,6,2.4,2.1,-0.3,2.95,2.84,-0.11,2.36,1.9,-0.46,7.864,7.28,-0.584,0.81626,0.55,-0.26626,-0.55
1,1,0,6,2.4,2.25,-0.15,2.95,2.79,-0.16,2.36,2.2,-0.16,7.864,7.3605,-0.5035,0.81626,1.04638,0.23012,-1.07
1,1,0,6,2.4,2,-0.4,2.95,2.81,-0.14,2.36,2.28,-0.08,7.864,7.4589,-0.4051,0.81626,1.14289,0.32663,-1.22
1,1,0,6,2.4,1.5,-0.9,2.95,2.87,-0.08,2.36,2.2,-0.16,7.864,8.3369,0.4729,0.81626,0.56214,-0.25412,-1.27
1,1,0,6,2.4,0.895,-1.505,2.95,3.01,0.06,2.36,1.93,-0.43,7.864,7.5762,-0.2878,0.81626,1.30447,0.48821,-1.56
1,1,0,6,2.4,1.63,-0.77,2.95,3.3,0.35,2.36,1.3,-1.06,7.864,6.82507,-1.03893,0.81626,0.178,-0.63826,-0.78
1,1,0,6,2.4,2.15,-0.25,2.95,3.07,0.12,2.36,1.5,-0.86,7.864,7.5496,-0.3144,0.81626,0.323,-0.49326,-0.13
1,1,0,6,2.4,2.7,0.3,2.95,2.87,-0.08,2.36,1.9,-0.46,7.864,7.8335,-0.0305,0.81626,0.060396,-0.755864,-0.27
1,1,0,6,2.4,2.5,0.1,2.95,2.83,-0.12,2.36,2.2,-0.16,7.864,8.4382,0.5742,0.81626,1.0778,0.26154,-0.85
1,1,0,6,2.4,2.25,-0.15,2.95,2.84,-0.11,2.36,2.2,-0.16,7.864,8.967,1.103,0.81626,1.56436,0.7481,-1.34
1,1,0,6,2.4,1.8,-0.6,2.95,2.9,-0.05,2.36,2.28,-0.08,7.864,8.9587,1.0947,0.81626,2.1251,1.30884,-1.66
1,1,0,6,2.4,1.14,-1.26,2.95,3,0.05,2.36,2.54,0.18,7.864,9.2255,1.3615,0.81626,2.30861,1.49235,-1.85
0,0,1,3,2.7,1.65,-1.05,2.87,3.05,0.18,1.9,1.54,-0.36,7.8335,6.8281,-1.0054,0.060396,0.07554,0.015144,-0.89
0,0,1,3,2.7,1.95,-0.75,2.87,2.82,-0.05,1.9,1.63,-0.27,7.8335,6.7462,-1.0873,0.060396,0.52766,0.467264,-0.42
0,0,1,3,2.7,1.59,-1.11,2.87,2.68,-0.19,1.9,1.66,-0.24,7.8335,6.7665,-1.067,0.060396,0.67584,0.615444,-0.13
0,0,1,3,2.7,1.06,-1.64,2.87,2.7,-0.17,1.9,1.55,-0.35,7.8335,7.43402,-0.39948,0.060396,-0.5,-0.560396,-0.28
0,0,1,3,2.7,1.88,-0.82,2.87,2.66,-0.21,1.9,1.83,-0.07,7.8335,7.9024,0.0689,0.060396,0.153236,0.09284,-0.18
0,0,1,3,2.7,1.88,-0.82,2.87,2.62,-0.25,1.9,1.88,-0.02,7.8335,7.881,0.0475,0.060396,0.66226,0.601864,-0.14
0,0,1,3,2.7,1.78,-0.92,2.87,2.6,-0.27,1.9,1.91,0.01,7.8335,7.6398,-0.1937,0.060396,1.15716,1.096764,-0.36
0,0,1,3,2.7,1.3,-1.4,2.87,2.67,-0.2,1.9,1.9,0,7.8335,7.72638,-0.10712,0.060396,1.23578,1.175384,-0.83
0,0,1,3,2.7,1.48,-1.22,2.87,3.35,0.48,1.9,1.33,-0.57,7.8335,6.6339,-1.1996,0.060396,0.43328,0.372884,-1.75
0,0,1,3,2.7,1.9,-0.8,2.87,3.07,0.2,1.9,1.6,-0.3,7.8335,6.75885,-1.07465,0.060396,0.9174,0.857004,-0.94
0,0,1,3,2.7,2.25,-0.45,2.87,2.99,0.12,1.9,2.16,0.26,7.8335,7.09243,-0.74107,0.060396,0.7473,0.686904,-0.43
0,0,1,3,2.7,2.1,-0.6,2.87,2.84,-0.03,1.9,1.9,0,7.8335,7.28,-0.5535,0.060396,0.55,0.489604,-0.19
0,0,1,3,2.7,2.25,-0.45,2.87,2.79,-0.08,1.9,2.2,0.3,7.8335,7.3605,-0.473,0.060396,1.04638,0.985984,-0.17
0,0,1,3,2.7,2,-0.7,2.87,2.81,-0.06,1.9,2.28,0.38,7.8335,7.4589,-0.3746,0.060396,1.14289,1.082494,-0.32
0,0,1,3,2.7,1.5,-1.2,2.87,2.87,0,1.9,2.2,0.3,7.8335,8.3369,0.5034,0.060396,0.56214,0.501744,-0.68
0,0,1,3,2.7,0.895,-1.805,2.87,3.01,0.14,1.9,1.93,0.03,7.8335,7.5762,-0.2573,0.060396,1.30447,1.244074,-1.24
0,0,1,3,2.7,1.63,-1.07,2.87,3.3,0.43,1.9,1.3,-0.6,7.8335,6.82507,-1.00843,0.060396,0.178,0.117604,-1.51
0,0,1,3,2.7,2.15,-0.55,2.87,3.07,0.2,1.9,1.5,-0.4,7.8335,7.5496,-0.2839,0.060396,0.323,0.262604,-0.77
0,0,1,3,2.7,2.4,-0.3,2.87,2.95,0.08,1.9,2.36,0.46,7.8335,7.864,0.0305,0.060396,0.81626,0.755864,-0.27
0,0,1,3,2.7,2.5,-0.2,2.87,2.83,-0.04,1.9,2.2,0.3,7.8335,8.4382,0.6047,0.060396,1.0778,1.017404,0.04
0,0,1,3,2.7,2.25,-0.45,2.87,2.84,-0.03,1.9,2.2,0.3,7.8335,8.967,1.1335,0.060396,1.56436,1.503964,-0.11
0,0,1,3,2.7,1.8,-0.9,2.87,2.9,0.03,1.9,2.28,0.38,7.8335,8.9587,1.1252,0.060396,2.1251,2.064704,-0.46
0,0,1,3,2.7,1.14,-1.56,2.87,3,0.13,1.9,2.54,0.64,7.8335,9.2255,1.392,0.060396,2.30861,2.248214,-1.05
0,0,1,3,2.5,1.65,-0.85,2.83,3.05,0.22,2.2,1.54,-0.66,8.4382,6.8281,-1.6101,1.0778,0.07554,-1.00226,-0.22
0,0,1,3,2.5,1.95,-0.55,2.83,2.82,-0.01,2.2,1.63,-0.57,8.4382,6.7462,-1.692,1.0778,0.52766,-0.55014,0.18
0,0,1,3,2.5,1.59,-0.91,2.83,2.68,-0.15,2.2,1.66,-0.54,8.4382,6.7665,-1.6717,1.0778,0.67584,-0.40196,0.36
0,0,1,3,2.5,1.06,-1.44,2.83,2.7,-0.13,2.2,1.55,-0.65,8.4382,7.43402,-1.00418,1.0778,-0.5,-1.5778,-0.21
0,0,1,3,2.5,1.88,-0.62,2.83,2.66,-0.17,2.2,1.83,-0.37,8.4382,7.9024,-0.5358,1.0778,0.153236,-0.924564,-0.31
0,0,1,3,2.5,1.88,-0.62,2.83,2.62,-0.21,2.2,1.88,-0.32,8.4382,7.881,-0.5572,1.0778,0.66226,-0.41554,-0.3
0,0,1,3,2.5,1.78,-0.72,2.83,2.6,-0.23,2.2,1.91,-0.29,8.4382,7.6398,-0.7984,1.0778,1.15716,0.07936,-0.62
0,0,1,3,2.5,1.3,-1.2,2.83,2.67,-0.16,2.2,1.9,-0.3,8.4382,7.72638,-0.71182,1.0778,1.23578,0.15798,-1.21
0,0,1,3,2.5,1.48,-1.02,2.83,3.35,0.52,2.2,1.33,-0.87,8.4382,6.6339,-1.8043,1.0778,0.43328,-0.64452,-1.07
0,0,1,3,2.5,1.9,-0.6,2.83,3.07,0.24,2.2,1.6,-0.6,8.4382,6.75885,-1.67935,1.0778,0.9174,-0.1604,-0.27
0,0,1,3,2.5,2.25,-0.25,2.83,2.99,0.16,2.2,2.16,-0.04,8.4382,7.09243,-1.34577,1.0778,0.7473,-0.3305,0.07
0,0,1,3,2.5,2.1,-0.4,2.83,2.84,0.01,2.2,1.9,-0.3,8.4382,7.28,-1.1582,1.0778,0.55,-0.5278,0.09
0,0,1,3,2.5,2.25,-0.25,2.83,2.79,-0.04,2.2,2.2,0,8.4382,7.3605,-1.0777,1.0778,1.04638,-0.03142,-0.2
0,0,1,3,2.5,2,-0.5,2.83,2.81,-0.02,2.2,2.28,0.08,8.4382,7.4589,-0.9793,1.0778,1.14289,0.06509,-0.7
0,0,1,3,2.5,1.5,-1,2.83,2.87,0.04,2.2,2.2,0,8.4382,8.3369,-0.1013,1.0778,0.56214,-0.51566,-1.31
0,0,1,3,2.5,0.895,-1.605,2.83,3.01,0.18,2.2,1.93,-0.27,8.4382,7.5762,-0.862,1.0778,1.30447,0.22667,-2
0,0,1,3,2.5,1.63,-0.87,2.83,3.3,0.47,2.2,1.3,-0.9,8.4382,6.82507,-1.61313,1.0778,0.178,-0.8998,-1.04
0,0,1,3,2.5,2.15,-0.35,2.83,3.07,0.24,2.2,1.5,-0.7,8.4382,7.5496,-0.8886,1.0778,0.323,-0.7548,-0.17
0,0,1,3,2.5,2.4,-0.1,2.83,2.95,0.12,2.2,2.36,0.16,8.4382,7.864,-0.5742,1.0778,0.81626,-0.26154,0.13
0,0,1,3,2.5,2.7,0.2,2.83,2.87,0.04,2.2,1.9,-0.3,8.4382,7.8335,-0.6047,1.0778,0.060396,-1.017404,0.23
0,0,1,3,2.5,2.25,-0.25,2.83,2.84,0.01,2.2,2.2,0,8.4382,8.967,0.5288,1.0778,1.56436,0.48656,-0.48
0,0,1,3,2.5,1.8,-0.7,2.83,2.9,0.07,2.2,2.28,0.08,8.4382,8.9587,0.5205,1.0778,2.1251,1.0473,-1.25
0,0,1,3,2.5,1.14,-1.36,2.83,3,0.17,2.2,2.54,0.34,8.4382,9.2255,0.7873,1.0778,2.30861,1.23081,-2.14
1,1,1,3,2.25,1.95,-0.3,2.84,2.82,-0.02,2.2,1.63,-0.57,8.967,6.7462,-2.2208,1.56436,0.52766,-1.0367,0.51
1,1,1,3,2.25,1.59,-0.66,2.84,2.68,-0.16,2.2,1.66,-0.54,8.967,6.7665,-2.2005,1.56436,0.67584,-0.88852,0.35
1,1,1,3,2.25,1.06,-1.19,2.84,2.7,-0.14,2.2,1.55,-0.65,8.967,7.43402,-1.53298,1.56436,-0.5,-2.06436,0.09
1,1,1,3,2.25,1.88,-0.37,2.84,2.66,-0.18,2.2,1.83,-0.37,8.967,7.9024,-1.0646,1.56436,0.153236,-1.411124,0.11
1,1,1,3,2.25,1.88,-0.37,2.84,2.62,-0.22,2.2,1.88,-0.32,8.967,7.881,-1.086,1.56436,0.66226,-0.9021,0.16
1,1,1,3,2.25,1.78,-0.47,2.84,2.6,-0.24,2.2,1.91,-0.29,8.967,7.6398,-1.3272,1.56436,1.15716,-0.4072,0.12
1,1,1,3,2.25,1.48,-0.77,2.84,3.35,0.51,2.2,1.33,-0.87,8.967,6.6339,-2.3331,1.56436,0.43328,-1.13108,-0.43
1,1,1,3,2.25,1.9,-0.35,2.84,3.07,0.23,2.2,1.6,-0.6,8.967,6.75885,-2.20815,1.56436,0.9174,-0.64696,0.1
1,1,1,3,2.25,2.25,0,2.84,2.99,0.15,2.2,2.16,-0.04,8.967,7.09243,-1.87457,1.56436,0.7473,-0.81706,0.35
1,1,1,3,2.25,2.1,-0.15,2.84,2.84,0,2.2,1.9,-0.3,8.967,7.28,-1.687,1.56436,0.55,-1.01436,0.35
1,1,1,3,2.25,2.25,0,2.84,2.79,-0.05,2.2,2.2,0,8.967,7.3605,-1.6065,1.56436,1.04638,-0.51798,0.23
1,1,1,3,2.25,0.895,-1.355,2.84,3.01,0.17,2.2,1.93,-0.27,8.967,7.5762,-1.3908,1.56436,1.30447,-0.25989,-1
1,1,1,3,2.25,1.63,-0.62,2.84,3.3,0.46,2.2,1.3,-0.9,8.967,6.82507,-2.14193,1.56436,0.178,-1.38636,-0.17
1,1,1,3,2.25,2.15,-0.1,2.84,3.07,0.23,2.2,1.5,-0.7,8.967,7.5496,-1.4174,1.56436,0.323,-1.24136,0.26
1,1,1,3,2.25,2.4,0.15,2.84,2.95,0.11,2.2,2.36,0.16,8.967,7.864,-1.103,1.56436,0.81626,-0.7481,0.47
1,1,1,3,2.25,2.7,0.45,2.84,2.87,0.03,2.2,1.9,-0.3,8.967,7.8335,-1.1335,1.56436,0.060396,-1.503964,0.48
1,1,1,3,2.25,2.5,0.25,2.84,2.83,-0.01,2.2,2.2,0,8.967,8.4382,-0.5288,1.56436,1.0778,-0.48656,0.32
1,1,1,3,2.25,1.14,-1.11,2.84,3,0.16,2.2,2.54,0.34,8.967,9.2255,0.2585,1.56436,2.30861,0.74425,-1.2
1,1,1,3,1.8,1.65,-0.15,2.9,3.05,0.15,2.28,1.54,-0.74,8.9587,6.8281,-2.1306,2.1251,0.07554,-2.04956,0.66
1,1,1,3,1.8,1.95,0.15,2.9,2.82,-0.08,2.28,1.63,-0.65,8.9587,6.7462,-2.2125,2.1251,0.52766,-1.59744,0.98
1,1,1,3,1.8,1.59,-0.21,2.9,2.68,-0.22,2.28,1.66,-0.62,8.9587,6.7665,-2.1922,2.1251,0.67584,-1.44926,0.6
1,1,1,3,1.8,1.06,-0.74,2.9,2.7,-0.2,2.28,1.55,-0.73,8.9587,7.43402,-1.52468,2.1251,-0.5,-2.6251,0.38
1,1,1,3,1.8,1.88,0.08,2.9,2.66,-0.24,2.28,1.83,-0.45,8.9587,7.9024,-1.0563,2.1251,0.153236,-1.971864,0.37
1,1,1,3,1.8,1.88,0.08,2.9,2.62,-0.28,2.28,1.88,-0.4,8.9587,7.881,-1.0777,2.1251,0.66226,-1.46284,0.46
1,1,1,3,1.8,1.78,-0.02,2.9,2.6,-0.3,2.28,1.91,-0.37,8.9587,7.6398,-1.3189,2.1251,1.15716,-0.96794,0.43
1,1,1,3,1.8,1.3,-0.5,2.9,2.67,-0.23,2.28,1.9,-0.38,8.9587,7.72638,-1.23232,2.1251,1.23578,-0.88932,0.32
1,1,1,3,1.8,1.48,-0.32,2.9,3.35,0.45,2.28,1.33,-0.95,8.9587,6.6339,-2.3248,2.1251,0.43328,-1.69182,0.3
1,1,1,3,1.8,1.9,0.1,2.9,3.07,0.17,2.28,1.6,-0.68,8.9587,6.75885,-2.19985,2.1251,0.9174,-1.2077,0.76
1,1,1,3,1.8,2.25,0.45,2.9,2.99,0.09,2.28,2.16,-0.12,8.9587,7.09243,-1.86627,2.1251,0.7473,-1.3778,0.93
1,1,1,3,1.8,2.1,0.3,2.9,2.84,-0.06,2.28,1.9,-0.38,8.9587,7.28,-1.6787,2.1251,0.55,-1.5751,0.85
1,1,1,3,1.8,2.25,0.45,2.9,2.79,-0.11,2.28,2.2,-0.08,8.9587,7.3605,-1.5982,2.1251,1.04638,-1.07872,0.6
1,1,1,3,1.8,2,0.2,2.9,2.81,-0.09,2.28,2.28,0,8.9587,7.4589,-1.4998,2.1251,1.14289,-0.98221,0.26
1,1,1,3,1.8,1.5,-0.3,2.9,2.87,-0.03,2.28,2.2,-0.08,8.9587,8.3369,-0.6218,2.1251,0.56214,-1.56296,0
1,1,1,3,1.8,0.895,-0.905,2.9,3.01,0.11,2.28,1.93,-0.35,8.9587,7.5762,-1.3825,2.1251,1.30447,-0.82063,-0.27
1,1,1,3,1.8,1.63,-0.17,2.9,3.3,0.4,2.28,1.3,-0.98,8.9587,6.82507,-2.13363,2.1251,0.178,-1.9471,0.47
1,1,1,3,1.8,2.15,0.35,2.9,3.07,0.17,2.28,1.5,-0.78,8.9587,7.5496,-1.4091,2.1251,0.323,-1.8021,0.95
1,1,1,3,1.8,2.4,0.6,2.9,2.95,0.05,2.28,2.36,0.08,8.9587,7.864,-1.0947,2.1251,0.81626,-1.30884,1.16
1,1,1,3,1.8,2.7,0.9,2.9,2.87,-0.03,2.28,1.9,-0.38,8.9587,7.8335,-1.1252,2.1251,0.060396,-2.064704,1.11
1,1,1,3,1.8,2.5,0.7,2.9,2.83,-0.07,2.28,2.2,-0.08,8.9587,8.4382,-0.5205,2.1251,1.0778,-1.0473,0.86
1,1,1,3,1.8,2.25,0.45,2.9,2.84,-0.06,2.28,2.2,-0.08,8.9587,8.967,0.0083,2.1251,1.56436,-0.56074,0.44
1,1,1,3,1.8,1.14,-0.66,2.9,3,0.1,2.28,2.54,0.26,8.9587,9.2255,0.2668,2.1251,2.30861,0.18351,-0.36
1,1,1,3,1.14,1.65,0.51,3,3.05,0.05,2.54,1.54,-1,9.2255,6.8281,-2.3974,2.30861,0.07554,-2.23307,0.46
1,1,1,3,1.14,1.95,0.81,3,2.82,-0.18,2.54,1.63,-0.91,9.2255,6.7462,-2.4793,2.30861,0.52766,-1.78095,0.59
1,1,1,3,1.14,1.59,0.45,3,2.68,-0.32,2.54,1.66,-0.88,9.2255,6.7665,-2.459,2.30861,0.67584,-1.63277,0.33
1,1,1,3,1.14,1.06,-0.08,3,2.7,-0.3,2.54,1.55,-0.99,9.2255,7.43402,-1.79148,2.30861,-0.5,-2.80861,0.3
1,1,1,3,1.14,1.88,0.74,3,2.66,-0.34,2.54,1.83,-0.71,9.2255,7.9024,-1.3231,2.30861,0.153236,-2.155374,0.45
1,1,1,3,1.14,1.88,0.74,3,2.62,-0.38,2.54,1.88,-0.66,9.2255,7.881,-1.3445,2.30861,0.66226,-1.64635,0.54
1,1,1,3,1.14,1.78,0.64,3,2.6,-0.4,2.54,1.91,-0.63,9.2255,7.6398,-1.5857,2.30861,1.15716,-1.15145,0.56
1,1,1,3,1.14,1.3,0.16,3,2.67,-0.33,2.54,1.9,-0.64,9.2255,7.72638,-1.49912,2.30861,1.23578,-1.07283,0.34
1,1,1,3,1.14,1.48,0.34,3,3.35,0.35,2.54,1.33,-1.21,9.2255,6.6339,-2.5916,2.30861,0.43328,-1.87533,0.3
1,1,1,3,1.14,1.9,0.76,3,3.07,0.07,2.54,1.6,-0.94,9.2255,6.75885,-2.46665,2.30861,0.9174,-1.39121,0.61
1,1,1,3,1.14,2.25,1.11,3,2.99,-0.01,2.54,2.16,-0.38,9.2255,7.09243,-2.13307,2.30861,0.7473,-1.56131,0.67
1,1,1,3,1.14,2.1,0.96,3,2.84,-0.16,2.54,1.9,-0.64,9.2255,7.28,-1.9455,2.30861,0.55,-1.75861,0.59
1,1,1,3,1.14,2.25,1.11,3,2.79,-0.21,2.54,2.2,-0.34,9.2255,7.3605,-1.865,2.30861,1.04638,-1.26223,0.52
1,1,1,3,1.14,2,0.86,3,2.81,-0.19,2.54,2.28,-0.26,9.2255,7.4589,-1.7666,2.30861,1.14289,-1.16572,0.44
1,1,1,3,1.14,1.5,0.36,3,2.87,-0.13,2.54,2.2,-0.34,9.2255,8.3369,-0.8886,2.30861,0.56214,-1.74647,0.28
1,1,1,3,1.14,0.895,-0.245,3,3.01,0.01,2.54,1.93,-0.61,9.2255,7.5762,-1.6493,2.30861,1.30447,-1.00414,0
1,1,1,3,1.14,1.63,0.49,3,3.3,0.3,2.54,1.3,-1.24,9.2255,6.82507,-2.40043,2.30861,0.178,-2.13061,0.47
1,1,1,3,1.14,2.15,1.01,3,3.07,0.07,2.54,1.5,-1.04,9.2255,7.5496,-1.6759,2.30861,0.323,-1.98561,0.79
1,1,1,3,1.14,2.4,1.26,3,2.95,-0.05,2.54,2.36,-0.18,9.2255,7.864,-1.3615,2.30861,0.81626,-1.49235,0.92
1,1,1,3,1.14,2.7,1.56,3,2.87,-0.13,2.54,1.9,-0.64,9.2255,7.8335,-1.392,2.30861,0.060396,-2.248214,0.81
1,1,1,3,1.14,2.5,1.36,3,2.83,-0.17,2.54,2.2,-0.34,9.2255,8.4382,-0.7873,2.30861,1.0778,-1.23081,0.65
1,1,1,3,1.14,2.25,1.11,3,2.84,-0.16,2.54,2.2,-0.34,9.2255,8.967,-0.2585,2.30861,1.56436,-0.74425,0.5
1,1,1,3,1.14,1.8,0.66,3,2.9,-0.1,2.54,2.28,-0.26,9.2255,8.9587,-0.2668,2.30861,2.1251,-0.18351,0.34
1,0,0,6,1.65,1.95,0.3,3.05,2.82,-0.23,1.54,1.63,0.09,6.8281,6.7462,-0.0819,0.07554,0.52766,0.45212,0.27
1,0,0,6,1.65,1.59,-0.06,3.05,2.68,-0.37,1.54,1.66,0.12,6.8281,6.7665,-0.0616,0.07554,0.67584,0.6003,-0.26
1,0,0,6,1.65,1.06,-0.59,3.05,2.7,-0.35,1.54,1.55,0.01,6.8281,7.43402,0.60592,0.07554,-0.5,-0.57554,-0.36
1,0,0,6,1.65,1.88,0.23,3.05,2.66,-0.39,1.54,1.83,0.29,6.8281,7.9024,1.0743,0.07554,0.153236,0.077696,-0.25
1,0,0,6,1.65,1.88,0.23,3.05,2.62,-0.43,1.54,1.88,0.34,6.8281,7.881,1.0529,0.07554,0.66226,0.58672,-0.32
1,0,0,6,1.65,1.78,0.13,3.05,2.6,-0.45,1.54,1.91,0.37,6.8281,7.6398,0.8117,0.07554,1.15716,1.08162,-0.56
1,0,0,6,1.65,1.3,-0.35,3.05,2.67,-0.38,1.54,1.9,0.36,6.8281,7.72638,0.89828,0.07554,1.23578,1.16024,-0.85
1,0,0,6,1.65,1.48,-0.17,3.05,3.35,0.3,1.54,1.33,-0.21,6.8281,6.6339,-0.1942,0.07554,0.43328,0.35774,-0.73
1,0,0,6,1.65,1.9,0.25,3.05,3.07,0.02,1.54,1.6,0.06,6.8281,6.75885,-0.06925,0.07554,0.9174,0.84186,0.3
1,0,0,6,1.65,2.25,0.6,3.05,2.99,-0.06,1.54,2.16,0.62,6.8281,7.09243,0.26433,0.07554,0.7473,0.67176,0.49
1,0,0,6,1.65,2.1,0.45,3.05,2.84,-0.21,1.54,1.9,0.36,6.8281,7.28,0.4519,0.07554,0.55,0.47446,0.39
1,0,0,6,1.65,2.25,0.6,3.05,2.79,-0.26,1.54,2.2,0.66,6.8281,7.3605,0.5324,0.07554,1.04638,0.97084,0.17
1,0,0,6,1.65,2,0.35,3.05,2.81,-0.24,1.54,2.28,0.74,6.8281,7.4589,0.6308,0.07554,1.14289,1.06735,-0.16
1,0,0,6,1.65,1.5,-0.15,3.05,2.87,-0.18,1.54,2.2,0.66,6.8281,8.3369,1.5088,0.07554,0.56214,0.4866,-0.59
1,0,0,6,1.65,0.895,-0.755,3.05,3.01,-0.04,1.54,1.93,0.39,6.8281,7.5762,0.7481,0.07554,1.30447,1.22893,-0.95
1,0,0,6,1.65,1.63,-0.02,3.05,3.3,0.25,1.54,1.3,-0.24,6.8281,6.82507,-0.00303,0.07554,0.178,0.10246,-0.05
1,0,0,6,1.65,2.15,0.5,3.05,3.07,0.02,1.54,1.5,-0.04,6.8281,7.5496,0.7215,0.07554,0.323,0.24746,0.62
1,0,0,6,1.65,2.4,0.75,3.05,2.95,-0.1,1.54,2.36,0.82,6.8281,7.864,1.0359,0.07554,0.81626,0.74072,0.83
1,0,0,6,1.65,2.7,1.05,3.05,2.87,-0.18,1.54,1.9,0.36,6.8281,7.8335,1.0054,0.07554,0.060396,-0.015144,0.77
1,0,0,6,1.65,2.5,0.85,3.05,2.83,-0.22,1.54,2.2,0.66,6.8281,8.4382,1.6101,0.07554,1.0778,1.00226,0.56
1,0,0,6,1.65,2.25,0.6,3.05,2.84,-0.21,1.54,2.2,0.66,6.8281,8.967,2.1389,0.07554,1.56436,1.48882,0.23
1,0,0,6,1.65,1.8,0.15,3.05,2.9,-0.15,1.54,2.28,0.74,6.8281,8.9587,2.1306,0.07554,2.1251,2.04956,-0.22
1,0,0,6,1.65,1.14,-0.51,3.05,3,-0.05,1.54,2.54,1,6.8281,9.2255,2.3974,0.07554,2.30861,2.23307,-0.68
1,0,0,8,1.95,1.65,-0.3,2.82,3.05,0.23,1.63,1.54,-0.09,6.7462,6.8281,0.0819,0.52766,0.07554,-0.45212,-1.02
1,0,0,8,1.95,1.59,-0.36,2.82,2.68,-0.14,1.63,1.66,0.03,6.7462,6.7665,0.0203,0.52766,0.67584,0.14818,0.66
1,0,0,8,1.95,1.06,-0.89,2.82,2.7,-0.12,1.63,1.55,-0.08,6.7462,7.43402,0.68782,0.52766,-0.5,-1.02766,0.94
1,0,0,8,1.95,1.88,-0.07,2.82,2.66,-0.16,1.63,1.83,0.2,6.7462,7.9024,1.1562,0.52766,0.153236,-0.374424,1.01
1,0,0,8,1.95,1.88,-0.07,2.82,2.62,-0.2,1.63,1.88,0.25,6.7462,7.881,1.1348,0.52766,0.66226,0.1346,0.79
1,0,0,8,1.95,1.78,-0.17,2.82,2.6,-0.22,1.63,1.91,0.28,6.7462,7.6398,0.8936,0.52766,1.15716,0.6295,0.33
1,0,0,8,1.95,1.3,-0.65,2.82,2.67,-0.15,1.63,1.9,0.27,6.7462,7.72638,0.98018,0.52766,1.23578,0.70812,-0.33
1,0,0,8,1.95,1.48,-0.47,2.82,3.35,0.53,1.63,1.33,-0.3,6.7462,6.6339,-0.1123,0.52766,0.43328,-0.09438,-1.02
1,0,0,8,1.95,1.9,-0.05,2.82,3.07,0.25,1.63,1.6,-0.03,6.7462,6.75885,0.01265,0.52766,0.9174,0.38974,-0.36
1,0,0,8,1.95,2.25,0.3,2.82,2.99,0.17,1.63,2.16,0.53,6.7462,7.09243,0.34623,0.52766,0.7473,0.21964,0.68
