h,k,l,del_CN,tension_host,tension_impurity,del_tension,radius_host,radius_impurity,del_radius,PEN_host,PEN_impurity,del_PEN,IE_host,IE_impurity,del_IE,EA_host,EA_impurity,del_EA,Esegr
1,1,0,6,1.95,1.14,-0.81,2.82,3,0.18,1.63,2.54,0.91,6.7462,9.2255,2.4793,0.52766,2.30861,1.78095,-0.39
1,1,0,6,1.59,1.65,0.06,2.68,3.05,0.37,1.66,1.54,-0.12,6.7665,6.8281,0.0616,0.67584,0.07554,-0.6003,-0.72
1,1,0,6,1.59,1.95,0.36,2.68,2.82,0.14,1.66,1.63,-0.03,6.7665,6.7462,-0.0203,0.67584,0.52766,-0.14818,-0.15
1,1,0,6,1.59,1.06,-0.53,2.68,2.7,0.02,1.66,1.55,-0.11,6.7665,7.43402,0.66752,0.67584,-0.5,-1.17584,-0.14
1,1,0,6,1.59,1.88,0.29,2.68,2.66,-0.02,1.66,1.83,0.17,6.7665,7.9024,1.1359,0.67584,0.153236,-0.522604,-0.44
1,1,0,6,1.59,1.88,0.29,2.68,2.62,-0.06,1.66,1.88,0.22,6.7665,7.881,1.1145,0.67584,0.66226,-0.01358,-0.67
1,1,0,6,1.59,1.78,0.19,2.68,2.6,-0.08,1.66,1.91,0.25,6.7665,7.6398,0.8733,0.67584,1.15716,0.48132,-0.8
1,1,0,6,1.59,1.3,-0.29,2.68,2.67,-0.01,1.66,1.9,0.24,6.7665,7.72638,0.95988,0.67584,1.23578,0.55994,-1.02
1,1,0,6,1.59,1.48,-0.11,2.68,3.35,0.67,1.66,1.33,-0.33,6.7665,6.6339,-0.1326,0.67584,0.43328,-0.24256,-2.05
1,1,0,6,1.59,1.9,0.31,2.68,3.07,0.39,1.66,1.6,-0.06,6.7665,6.75885,-0.00765,0.67584,0.9174,0.24156,-1.15
1,1,0,6,1.59,2.25,0.66,2.68,2.99,0.31,1.66,2.16,0.5,6.7665,7.09243,0.32593,0.67584,0.7473,0.07146,-0.62
1,1,0,6,1.59,2.1,0.51,2.68,2.84,0.16,1.66,1.9,0.24,6.7665,7.28,0.5135,0.67584,0.55,-0.12584,-0.45
1,1,0,6,1.59,2.25,0.66,2.68,2.79,0.11,1.66,2.2,0.54,6.7665,7.3605,0.594,0.67584,1.04638,0.37054,-0.68
1,1,0,6,1.59,2,0.41,2.68,2.81,0.13,1.66,2.28,0.62,6.7665,7.4589,0.6924,0.67584,1.14289,0.46705,-1.25
1,1,0,6,1.59,1.5,-0.09,2.68,2.87,0.19,1.66,2.2,0.54,6.7665,8.3369,1.5704,0.67584,0.56214,-0.1137,-1.7
1,1,0,6,1.59,0.895,-0.695,2.68,3.01,0.33,1.66,1.93,0.27,6.7665,7.5762,0.8097,0.67584,1.30447,0.62863,-1.9
1,1,0,6,1.59,1.63,0.04,2.68,3.3,0.62,1.66,1.3,-0.36,6.7665,6.82507,0.05857,0.67584,0.178,-0.49784,-1.55
1,1,0,6,1.59,2.15,0.56,2.68,3.07,0.39,1.66,1.5,-0.16,6.7665,7.5496,0.7831,0.67584,0.323,-0.35284,-0.98
1,1,0,6,1.59,2.4,0.81,2.68,2.95,0.27,1.66,2.36,0.7,6.7665,7.864,1.0975,0.67584,0.81626,0.14042,-0.4
1,1,0,6,1.59,2.7,1.11,2.68,2.87,0.19,1.66,1.9,0.24,6.7665,7.8335,1.067,0.67584,0.060396,-0.615444,-0.17
1,1,0,6,1.59,2.5,0.91,2.68,2.83,0.15,1.66,2.2,0.54,6.7665,8.4382,1.6717,0.67584,1.0778,0.40196,-0.29
1,1,0,6,1.59,2.25,0.66,2.68,2.84,0.16,1.66,2.2,0.54,6.7665,8.967,2.2005,0.67584,1.56436,0.88852,-0.81
1,1,0,6,1.59,1.8,0.21,2.68,2.9,0.22,1.66,2.28,0.62,6.7665,8.9587,2.1922,0.67584,2.1251,1.44926,-1.58
1,1,0,6,1.59,1.14,-0.45,2.68,3,0.32,1.66,2.54,0.88,6.7665,9.2255,2.459,0.67584,2.30861,1.63277,-1.98
1,1,0,6,1.06,1.65,0.59,2.7,3.05,0.35,1.55,1.54,-0.01,7.43402,6.8281,-0.60592,-0.5,0.07554,0.57554,-0.83
1,1,0,6,1.06,1.95,0.89,2.7,2.82,0.12,1.55,1.63,0.08,7.43402,6.7462,-0.68782,-0.5,0.52766,1.02766,-0.32
1,1,0,6,1.06,1.59,0.53,2.7,2.68,-0.02,1.55,1.66,0.11,7.43402,6.7665,-0.66752,-0.5,0.67584,1.17584,-0.1
1,1,0,6,1.06,1.88,0.82,2.7,2.66,-0.04,1.55,1.83,0.28,7.43402,7.9024,0.46838,-0.5,0.153236,0.653236,-0.12
1,1,0,6,1.06,1.88,0.82,2.7,2.62,-0.08,1.55,1.88,0.33,7.43402,7.881,0.44698,-0.5,0.66226,1.16226,-0.26
1,1,0,6,1.06,1.78,0.72,2.7,2.6,-0.1,1.55,1.91,0.36,7.43402,7.6398,0.20578,-0.5,1.15716,1.65716,-0.47
1,1,0,6,1.06,1.3,0.24,2.7,2.67,-0.03,1.55,1.9,0.35,7.43402,7.72638,0.29236,-0.5,1.23578,1.73578,-0.77
1,1,0,6,1.06,1.48,0.42,2.7,3.35,0.65,1.55,1.33,-0.22,7.43402,6.6339,-0.80012,-0.5,0.43328,0.93328,-2.15
1,1,0,6,1.06,1.9,0.84,2.7,3.07,0.37,1.55,1.6,0.05,7.43402,6.75885,-0.67517,-0.5,0.9174,1.4174,-1.28
1,1,0,6,1.06,2.25,1.19,2.7,2.99,0.29,1.55,2.16,0.61,7.43402,7.09243,-0.34159,-0.5,0.7473,1.2473,-0.73
1,1,0,6,1.06,2.1,1.04,2.7,2.84,0.14,1.55,1.9,0.35,7.43402,7.28,-0.15402,-0.5,0.55,1.05,-0.48
1,1,0,6,1.06,2.25,1.19,2.7,2.79,0.09,1.55,2.2,0.65,7.43402,7.3605,-0.07352,-0.5,1.04638,1.54638,-0.52
1,1,0,6,1.06,2,0.94,2.7,2.81,0.11,1.55,2.28,0.73,7.43402,7.4589,0.02488,-0.5,1.14289,1.64289,-0.69
1,1,0,6,1.06,1.5,0.44,2.7,2.87,0.17,1.55,2.2,0.65,7.43402,8.3369,0.90288,-0.5,0.56214,1.06214,-0.93
1,1,0,6,1.06,0.895,-0.165,2.7,3.01,0.31,1.55,1.93,0.38,7.43402,7.5762,0.14218,-0.5,1.30447,1.80447,-1.31
1,1,0,6,1.06,1.63,0.57,2.7,3.3,0.6,1.55,1.3,-0.25,7.43402,6.82507,-0.60895,-0.5,0.178,0.678,-1.83
1,1,0,6,1.06,2.15,1.09,2.7,3.07,0.37,1.55,1.5,-0.05,7.43402,7.5496,0.11558,-0.5,0.323,0.823,-1.03
1,1,0,6,1.06,2.4,1.34,2.7,2.95,0.25,1.55,2.36,0.81,7.43402,7.864,0.42998,-0.5,0.81626,1.31626,-0.56
1,1,0,6,1.06,2.7,1.64,2.7,2.87,0.17,1.55,1.9,0.35,7.43402,7.8335,0.39948,-0.5,0.060396,0.560396,-0.31
1,1,0,6,1.06,2.5,1.44,2.7,2.83,0.13,1.55,2.2,0.65,7.43402,8.4382,1.00418,-0.5,1.0778,1.5778,-0.32
1,1,0,6,1.06,2.25,1.19,2.7,2.84,0.14,1.55,2.2,0.65,7.43402,8.967,1.53298,-0.5,1.56436,2.06436,-0.53
1,1,0,6,1.06,1.8,0.74,2.7,2.9,0.2,1.55,2.28,0.73,7.43402,8.9587,1.52468,-0.5,2.1251,2.6251,-0.83
1,1,0,6,1.06,1.14,0.08,2.7,3,0.3,1.55,2.54,0.99,7.43402,9.2255,1.79148,-0.5,2.30861,2.80861,-1.23
1,1,0,6,1.88,1.65,-0.23,2.66,3.05,0.39,1.83,1.54,-0.29,7.9024,6.8281,-1.0743,0.153236,0.07554,-0.077696,-0.39
1,1,0,6,1.88,1.95,0.07,2.66,2.82,0.16,1.83,1.63,-0.2,7.9024,6.7462,-1.1562,0.153236,0.52766,0.374424,0.06
1,1,0,6,1.88,1.59,-0.29,2.66,2.68,0.02,1.83,1.66,-0.17,7.9024,6.7665,-1.1359,0.153236,0.67584,0.522604,0.1
1,1,0,6,1.88,1.06,-0.82,2.66,2.7,0.04,1.83,1.55,-0.28,7.9024,7.43402,-0.46838,0.153236,-0.5,-0.653236,-0.16
1,1,0,6,1.88,1.88,0,2.66,2.62,-0.04,1.83,1.88,0.05,7.9024,7.881,-0.0214,0.153236,0.66226,0.509024,-0.14
1,1,0,6,1.88,1.78,-0.1,2.66,2.6,-0.06,1.83,1.91,0.08,7.9024,7.6398,-0.2626,0.153236,1.15716,1.003924,-0.65
1,1,0,6,1.88,1.3,-0.58,2.66,2.67,0.01,1.83,1.9,0.07,7.9024,7.72638,-0.17602,0.153236,1.23578,1.082544,-0.83
1,1,0,6,1.88,1.48,-0.4,2.66,3.35,0.69,1.83,1.33,-0.5,7.9024,6.6339,-1.2685,0.153236,0.43328,0.280044,-1.6
1,1,0,6,1.88,1.9,0.02,2.66,3.07,0.41,1.83,1.6,-0.23,7.9024,6.75885,-1.14355,0.153236,0.9174,0.764164,-0.65
1,1,0,6,1.88,2.25,0.37,2.66,2.99,0.33,1.83,2.16,0.33,7.9024,7.09243,-0.80997,0.153236,0.7473,0.594064,-0.06
1,1,0,6,1.88,2.1,0.22,2.66,2.84,0.18,1.83,1.9,0.07,7.9024,7.28,-0.6224,0.153236,0.55,0.396764,0.1
1,1,0,6,1.88,2.25,0.37,2.66,2.79,0.13,1.83,2.2,0.37,7.9024,7.3605,-0.5419,0.153236,1.04638,0.893144,-0.2
1,1,0,6,1.88,2,0.12,2.66,2.81,0.15,1.83,2.28,0.45,7.9024,7.4589,-0.4435,0.153236,1.14289,0.989654,-0.52
1,1,0,6,1.88,1.5,-0.38,2.66,2.87,0.21,1.83,2.2,0.37,7.9024,8.3369,0.4345,0.153236,0.56214,0.408904,-1.05
1,1,0,6,1.88,0.895,-0.985,2.66,3.01,0.35,1.83,1.93,0.1,7.9024,7.5762,-0.3262,0.153236,1.30447,1.151234,-1.55
1,1,0,6,1.88,1.63,-0.25,2.66,3.3,0.64,1.83,1.3,-0.53,7.9024,6.82507,-1.07733,0.153236,0.178,0.024764,-1.5
1,1,0,6,1.88,2.15,0.27,2.66,3.07,0.41,1.83,1.5,-0.33,7.9024,7.5496,-0.3528,0.153236,0.323,0.169764,-0.35
1,1,0,6,1.88,2.4,0.52,2.66,2.95,0.29,1.83,2.36,0.53,7.9024,7.864,-0.0384,0.153236,0.81626,0.663024,0.2
1,1,0,6,1.88,2.7,0.82,2.66,2.87,0.21,1.83,1.9,0.07,7.9024,7.8335,-0.0689,0.153236,0.060396,-0.09284,0.45
1,1,0,6,1.88,2.5,0.62,2.66,2.83,0.17,1.83,2.2,0.37,7.9024,8.4382,0.5358,0.153236,1.0778,0.924564,0.25
1,1,0,6,1.88,2.25,0.37,2.66,2.84,0.18,1.83,2.2,0.37,7.9024,8.967,1.0646,0.153236,1.56436,1.411124,-0.15
1,1,0,6,1.88,1.8,-0.08,2.66,2.9,0.24,1.83,2.28,0.45,7.9024,8.9587,1.0563,0.153236,2.1251,1.971864,-0.66
1,1,0,6,1.88,1.14,-0.74,2.66,3,0.34,1.83,2.54,0.71,7.9024,9.2255,1.3231,0.153236,2.30861,2.155374,-1.36
0,0,1,3,1.88,1.65,-0.23,2.62,3.05,0.43,1.88,1.54,-0.34,7.881,6.8281,-1.0529,0.66226,0.07554,-0.58672,-0.33
0,0,1,3,1.88,1.95,0.07,2.62,2.82,0.2,1.88,1.63,-0.25,7.881,6.7462,-1.1348,0.66226,0.52766,-0.1346,0.13
0,0,1,3,1.88,1.59,-0.29,2.62,2.68,0.06,1.88,1.66,-0.22,7.881,6.7665,-1.1145,0.66226,0.67584,0.01358,0.19
0,0,1,3,1.88,1.06,-0.82,2.62,2.7,0.08,1.88,1.55,-0.33,7.881,7.43402,-0.44698,0.66226,-0.5,-1.16226,0.1
0,0,1,3,1.88,1.88,0,2.62,2.66,0.04,1.88,1.83,-0.05,7.881,7.9024,0.0214,0.66226,0.153236,-0.509024,-0.01
0,0,1,3,1.88,1.78,-0.1,2.62,2.6,-0.02,1.88,1.91,0.03,7.881,7.6398,-0.2412,0.66226,1.15716,0.4949,-0.13
0,0,1,3,1.88,1.3,-0.58,2.62,2.67,0.05,1.88,1.9,0.02,7.881,7.72638,-0.15462,0.66226,1.23578,0.57352,-0.48
0,0,1,3,1.88,1.48,-0.4,2.62,3.35,0.73,1.88,1.33,-0.55,7.881,6.6339,-1.2471,0.66226,0.43328,-0.22898,-1.4
0,0,1,3,1.88,1.9,0.02,2.62,3.07,0.45,1.88,1.6,-0.28,7.881,6.75885,-1.12215,0.66226,0.9174,0.25514,-0.45
0,0,1,3,1.88,2.25,0.37,2.62,2.99,0.37,1.88,2.16,0.28,7.881,7.09243,-0.78857,0.66226,0.7473,0.08504,0
0,0,1,3,1.88,2.1,0.22,2.62,2.84,0.22,1.88,1.9,0.02,7.881,7.28,-0.601,0.66226,0.55,-0.11226,0.49
0,0,1,3,1.88,2.25,0.37,2.62,2.79,0.17,1.88,2.2,0.32,7.881,7.3605,-0.5205,0.66226,1.04638,0.38412,0.12
0,0,1,3,1.88,2,0.12,2.62,2.81,0.19,1.88,2.28,0.4,7.881,7.4589,-0.4221,0.66226,1.14289,0.48063,-0.4
0,0,1,3,1.88,1.5,-0.38,2.62,2.87,0.25,1.88,2.2,0.32,7.881,8.3369,0.4559,0.66226,0.56214,-0.10012,-0.6
0,0,1,3,1.88,0.895,-0.985,2.62,3.01,0.39,1.88,1.93,0.05,7.881,7.5762,-0.3048,0.66226,1.30447,0.64221,-0.93
0,0,1,3,1.88,1.63,-0.25,2.62,3.3,0.68,1.88,1.3,-0.58,7.881,6.82507,-1.05593,0.66226,0.178,-0.48426,-0.56
0,0,1,3,1.88,2.15,0.27,2.62,3.07,0.45,1.88,1.5,-0.38,7.881,7.5496,-0.3314,0.66226,0.323,-0.33926,-0.24
0,0,1,3,1.88,2.4,0.52,2.62,2.95,0.33,1.88,2.36,0.48,7.881,7.864,-0.017,0.66226,0.81626,0.154,0.34
0,0,1,3,1.88,2.7,0.82,2.62,2.87,0.25,1.88,1.9,0.02,7.881,7.8335,-0.0475,0.66226,0.060396,-0.601864,0.72
0,0,1,3,1.88,2.5,0.62,2.62,2.83,0.21,1.88,2.2,0.32,7.881,8.4382,0.5572,0.66226,1.0778,0.41554,0.56
0,0,1,3,1.88,2.25,0.37,2.62,2.84,0.22,1.88,2.2,0.32,7.881,8.967,1.086,0.66226,1.56436,0.9021,-0.1
0,0,1,3,1.88,1.8,-0.08,2.62,2.9,0.28,1.88,2.28,0.4,7.881,8.9587,1.0777,0.66226,2.1251,1.46284,-0.38
0,0,1,3,1.88,1.14,-0.74,2.62,3,0.38,1.88,2.54,0.66,7.881,9.2255,1.3445,0.66226,2.30861,1.64635,-0.76
1,1,1,3,1.78,1.65,-0.13,2.6,3.05,0.45,1.91,1.54,-0.37,7.6398,6.8281,-0.8117,1.15716,0.07554,-1.08162,-0.12
1,1,1,3,1.78,1.95,0.17,2.6,2.82,0.22,1.91,1.63,-0.28,7.6398,6.7462,-0.8936,1.15716,0.52766,-0.6295,0.2
1,1,1,3,1.78,1.59,-0.19,2.6,2.68,0.08,1.91,1.66,-0.25,7.6398,6.7665,-0.8733,1.15716,0.67584,-0.48132,0.25
1,1,1,3,1.78,1.06,-0.72,2.6,2.7,0.1,1.91,1.55,-0.36,7.6398,7.43402,-0.20578,1.15716,-0.5,-1.65716,0
1,1,1,3,1.78,1.88,0.1,2.6,2.66,0.06,1.91,1.83,-0.08,7.6398,7.9024,0.2626,1.15716,0.153236,-1.003924,0.13
1,1,1,3,1.78,1.88,0.1,2.6,2.62,0.02,1.91,1.88,-0.03,7.6398,7.881,0.2412,1.15716,0.66226,-0.4949,0.13
1,1,1,3,1.78,1.3,-0.48,2.6,2.67,0.07,1.91,1.9,-0.01,7.6398,7.72638,0.08658,1.15716,1.23578,0.07862,-0.25
1,1,1,3,1.78,1.48,-0.3,2.6,3.35,0.75,1.91,1.33,-0.58,7.6398,6.6339,-1.0059,1.15716,0.43328,-0.72388,-1.16
1,1,1,3,1.78,1.9,0.12,2.6,3.07,0.47,1.91,1.6,-0.31,7.6398,6.75885,-0.88095,1.15716,0.9174,-0.23976,-0.26
1,1,1,3,1.78,2.25,0.47,2.6,2.99,0.39,1.91,2.16,0.25,7.6398,7.09243,-0.54737,1.15716,0.7473,-0.40986,0.18
1,1,1,3,1.78,2.1,0.32,2.6,2.84,0.24,1.91,1.9,-0.01,7.6398,7.28,-0.3598,1.15716,0.55,-0.60716,0.31
1,1,1,3,1.78,2.25,0.47,2.6,2.79,0.19,1.91,2.2,0.29,7.6398,7.3605,-0.2793,1.15716,1.04638,-0.11078,0.1
1,1,1,3,1.78,2,0.22,2.6,2.81,0.21,1.91,2.28,0.37,7.6398,7.4589,-0.1809,1.15716,1.14289,-0.01427,-0.1
1,1,1,3,1.78,1.5,-0.28,2.6,2.87,0.27,1.91,2.2,0.29,7.6398,8.3369,0.6971,1.15716,0.56214,-0.59502,-0.4
1,1,1,3,1.78,0.895,-0.885,2.6,3.01,0.41,1.91,1.93,0.02,7.6398,7.5762,-0.0636,1.15716,1.30447,0.14731,-0.8
1,1,1,3,1.78,1.63,-0.15,2.6,3.3,0.7,1.91,1.3,-0.61,7.6398,6.82507,-0.81473,1.15716,0.178,-0.97916,-0.74
1,1,1,3,1.78,2.15,0.37,2.6,3.07,0.47,1.91,1.5,-0.41,7.6398,7.5496,-0.0902,1.15716,0.323,-0.83416,-0.01
1,1,1,3,1.78,2.4,0.62,2.6,2.95,0.35,1.91,2.36,0.45,7.6398,7.864,0.2242,1.15716,0.81626,-0.3409,0.45
1,1,1,3,1.78,2.7,0.92,2.6,2.87,0.27,1.91,1.9,-0.01,7.6398,7.8335,0.1937,1.15716,0.060396,-1.096764,0.53
1,1,1,3,1.78,2.5,0.72,2.6,2.83,0.23,1.91,2.2,0.29,7.6398,8.4382,0.7984,1.15716,1.0778,-0.07936,0.37
1,1,1,3,1.78,2.25,0.47,2.6,2.84,0.24,1.91,2.2,0.29,7.6398,8.967,1.3272,1.15716,1.56436,0.4072,0.16
1,1,1,3,1.78,1.8,0.02,2.6,2.9,0.3,1.91,2.28,0.37,7.6398,8.9587,1.3189,1.15716,2.1251,0.96794,-0.17
1,1,1,3,1.78,1.14,-0.64,2.6,3,0.4,1.91,2.54,0.63,7.6398,9.2255,1.5857,1.15716,2.30861,1.15145,-0.69
1,1,1,3,1.3,1.95,0.65,2.67,2.82,0.15,1.9,1.63,-0.27,7.72638,6.7462,-0.98018,1.23578,0.52766,-0.70812,0.25
1,1,1,3,1.3,1.59,0.29,2.67,2.68,0.01,1.9,1.66,-0.24,7.72638,6.7665,-0.95988,1.23578,0.67584,-0.55994,0.1
1,1,1,3,1.3,1.06,-0.24,2.67,2.7,0.03,1.9,1.55,-0.35,7.72638,7.43402,-0.29236,1.23578,-0.5,-1.73578,0.07
1,1,1,3,1.3,1.88,0.58,2.67,2.66,-0.01,1.9,1.83,-0.07,7.72638,7.9024,0.17602,1.23578,0.153236,-1.082544,0.28
1,1,1,3,1.3,1.88,0.58,2.67,2.62,-0.05,1.9,1.88,-0.02,7.72638,7.881,0.15462,1.23578,0.66226,-0.57352,0.33
1,1,1,3,1.3,1.78,0.48,2.67,2.6,-0.07,1.9,1.91,0.01,7.72638,7.6398,-0.08658,1.23578,1.15716,-0.07862,0.17
1,1,1,3,1.3,1.48,0.18,2.67,3.35,0.68,1.9,1.33,-0.57,7.72638,6.6339,-1.09248,1.23578,0.43328,-0.8025,-0.64
1,1,1,3,1.3,1.9,0.6,2.67,3.07,0.4,1.9,1.6,-0.3,7.72638,6.75885,-0.96753,1.23578,0.9174,-0.31838,0
1,1,1,3,1.3,2.25,0.95,2.67,2.99,0.32,1.9,2.16,0.26,7.72638,7.09243,-0.63395,1.23578,0.7473,-0.48848,0.28
1,1,1,3,1.3,2.1,0.8,2.67,2.84,0.17,1.9,1.9,0,7.72638,7.28,-0.44638,1.23578,0.55,-0.68578,0.3
1,1,1,3,1.3,2.25,0.95,2.67,2.79,0.12,1.9,2.2,0.3,7.72638,7.3605,-0.36588,1.23578,1.04638,-0.1894,0.2
1,1,1,3,1.3,1.63,0.33,2.67,3.3,0.63,1.9,1.3,-0.6,7.72638,6.82507,-0.90131,1.23578,0.178,-1.05778,-0.35
1,1,1,3,1.3,2.15,0.85,2.67,3.07,0.4,1.9,1.5,-0.4,7.72638,7.5496,-0.17678,1.23578,0.323,-0.91278,0.22
1,1,1,3,1.3,2.7,1.4,2.67,2.87,0.2,1.9,1.9,0,7.72638,7.8335,0.10712,1.23578,0.060396,-1.175384,0.62
1,1,1,3,1.3,2.5,1.2,2.67,2.83,0.16,1.9,2.2,0.3,7.72638,8.4382,0.71182,1.23578,1.0778,-0.15798,0.48
1,1,1,3,1.3,2.25,0.95,2.67,2.84,0.17,1.9,2.2,0.3,7.72638,8.967,1.24062,1.23578,1.56436,0.32858,0.23
1,1,1,3,1.3,1.8,0.5,2.67,2.9,0.23,1.9,2.28,0.38,7.72638,8.9587,1.23232,1.23578,2.1251,0.88932,-0.04
1,1,1,3,1.3,1.14,-0.16,2.67,3,0.33,1.9,2.54,0.64,7.72638,9.2255,1.49912,1.23578,2.30861,1.07283,-0.29
0,0,1,3,1.48,1.65,0.17,3.35,3.05,-0.3,1.33,1.54,0.21,6.6339,6.8281,0.1942,0.43328,0.07554,-0.35774,0.06
0,0,1,3,1.48,1.95,0.47,3.35,2.82,-0.53,1.33,1.63,0.3,6.6339,6.7462,0.1123,0.43328,0.52766,0.09438,0.01
0,0,1,3,1.48,1.59,0.11,3.35,2.68,-0.67,1.33,1.66,0.33,6.6339,6.7665,0.1326,0.43328,0.67584,0.24256,-0.47
0,0,1,3,1.48,1.06,-0.42,3.35,2.7,-0.65,1.33,1.55,0.22,6.6339,7.43402,0.80012,0.43328,-0.5,-0.93328,-0.36
0,0,1,3,1.48,1.88,0.4,3.35,2.66,-0.69,1.33,1.83,0.5,6.6339,7.9024,1.2685,0.43328,0.153236,-0.280044,-0.4
0,0,1,3,1.48,1.88,0.4,3.35,2.62,-0.73,1.33,1.88,0.55,6.6339,7.881,1.2471,0.43328,0.66226,0.22898,-0.45
0,0,1,3,1.48,1.78,0.3,3.35,2.6,-0.75,1.33,1.91,0.58,6.6339,7.6398,1.0059,0.43328,1.15716,0.72388,-0.55
0,0,1,3,1.48,1.3,-0.18,3.35,2.67,-0.68,1.33,1.9,0.57,6.6339,7.72638,1.09248,0.43328,1.23578,0.8025,-0.72
0,0,1,3,1.48,1.9,0.42,3.35,3.07,-0.28,1.33,1.6,0.27,6.6339,6.75885,0.12495,0.43328,0.9174,0.48412,0.19
0,0,1,3,1.48,2.25,0.77,3.35,2.99,-0.36,1.33,2.16,0.83,6.6339,7.09243,0.45853,0.43328,0.7473,0.31402,0.13
0,0,1,3,1.48,2.1,0.62,3.35,2.84,-0.51,1.33,1.9,0.57,6.6339,7.28,0.6461,0.43328,0.55,0.11672,-0.01
0,0,1,3,1.48,2.25,0.77,3.35,2.79,-0.56,1.33,2.2,0.87,6.6339,7.3605,0.7266,0.43328,1.04638,0.6131,-0.19
0,0,1,3,1.48,2,0.52,3.35,2.81,-0.54,1.33,2.28,0.95,6.6339,7.4589,0.825,0.43328,1.14289,0.70961,-0.41
0,0,1,3,1.48,1.5,0.02,3.35,2.87,-0.48,1.33,2.2,0.87,6.6339,8.3369,1.703,0.43328,0.56214,0.12886,-0.68
0,0,1,3,1.48,0.895,-0.585,3.35,3.01,-0.34,1.33,1.93,0.6,6.6339,7.5762,0.9423,0.43328,1.30447,0.87119,-0.88
0,0,1,3,1.48,1.63,0.15,3.35,3.3,-0.05,1.33,1.3,-0.03,6.6339,6.82507,0.19117,0.43328,0.178,-0.25528,0.15
0,0,1,3,1.48,2.15,0.67,3.35,3.07,-0.28,1.33,1.5,0.17,6.6339,7.5496,0.9157,0.43328,0.323,-0.11028,0.33
0,0,1,3,1.48,2.4,0.92,3.35,2.95,-0.4,1.33,2.36,1.03,6.6339,7.864,1.2301,0.43328,0.81626,0.38298,0.3
0,0,1,3,1.48,2.7,1.22,3.35,2.87,-0.48,1.33,1.9,0.57,6.6339,7.8335,1.1996,0.43328,0.060396,-0.372884,0.15
0,0,1,3,1.48,2.5,1.02,3.35,2.83,-0.52,1.33,2.2,0.87,6.6339,8.4382,1.8043,0.43328,1.0778,0.64452,-0.02
0,0,1,3,1.48,2.25,0.77,3.35,2.84,-0.51,1.33,2.2,0.87,6.6339,8.967,2.3331,0.43328,1.56436,1.13108,-0.25
0,0,1,3,1.48,1.8,0.32,3.35,2.9,-0.45,1.33,2.28,0.95,6.6339,8.9587,2.3248,0.43328,2.1251,1.69182,-0.5
0,0,1,3,1.48,1.14,-0.34,3.35,3,-0.35,1.33,2.54,1.21,6.6339,9.2255,2.5916,0.43328,2.30861,1.87533,-0.8
1,1,0,6,1.9,1.65,-0.25,3.07,3.05,-0.02,1.6,1.54,-0.06,6.75885,6.8281,0.06925,0.9174,0.07554,-0.84186,-0.24
1,1,0,6,1.9,1.95,0.05,3.07,2.82,-0.25,1.6,1.63,0.03,6.75885,6.7462,-0.01265,0.9174,0.52766,-0.38974,0.12
1,1,0,6,1.9,1.59,-0.31,3.07,2.68,-0.39,1.6,1.66,0.06,6.75885,6.7665,0.00765,0.9174,0.67584,-0.24156,0.32
1,1,0,6,1.9,1.06,-0.84,3.07,2.7,-0.37,1.6,1.55,-0.05,6.75885,7.43402,0.67517,0.9174,-0.5,-1.4174,0.23
1,1,0,6,1.9,1.88,-0.02,3.07,2.66,-0.41,1.6,1.83,0.23,6.75885,7.9024,1.14355,0.9174,0.153236,-0.764164,0.29
1,1,0,6,1.9,1.88,-0.02,3.07,2.62,-0.45,1.6,1.88,0.28,6.75885,7.881,1.12215,0.9174,0.66226,-0.25514,0.31
1,1,0,6,1.9,1.78,-0.12,3.07,2.6,-0.47,1.6,1.91,0.31,6.75885,7.6398,0.88095,0.9174,1.15716,0.23976,0.08
1,1,0,6,1.9,1.3,-0.6,3.07,2.67,-0.4,1.6,1.9,0.3,6.75885,7.72638,0.96753,0.9174,1.23578,0.31838,-0.2
1,1,0,6,1.9,1.48,-0.42,3.07,3.35,0.28,1.6,1.33,-0.27,6.75885,6.6339,-0.12495,0.9174,0.43328,-0.48412,-0.65
1,1,0,6,1.9,2.25,0.35,3.07,2.99,-0.08,1.6,2.16,0.56,6.75885,7.09243,0.33358,0.9174,0.7473,-0.1701,0.48
1,1,0,6,1.9,2.1,0.2,3.07,2.84,-0.23,1.6,1.9,0.3,6.75885,7.28,0.52115,0.9174,0.55,-0.3674,0.7
1,1,0,6,1.9,2.25,0.35,3.07,2.79,-0.28,1.6,2.2,0.6,6.75885,7.3605,0.60165,0.9174,1.04638,0.12898,0.65
1,1,0,6,1.9,2,0.1,3.07,2.81,-0.26,1.6,2.28,0.68,6.75885,7.4589,0.70005,0.9174,1.14289,0.22549,0.42
1,1,0,6,1.9,1.5,-0.4,3.07,2.87,-0.2,1.6,2.2,0.6,6.75885,8.3369,1.57805,0.9174,0.56214,-0.35526,0.05
1,1,0,6,1.9,0.895,-1.005,3.07,3.01,-0.06,1.6,1.93,0.33,6.75885,7.5762,0.81735,0.9174,1.30447,0.38707,-0.32
1,1,0,6,1.9,1.63,-0.27,3.07,3.3,0.23,1.6,1.3,-0.3,6.75885,6.82507,0.06622,0.9174,0.178,-0.7394,-0.47
1,1,0,6,1.9,2.15,0.25,3.07,3.07,0,1.6,1.5,-0.1,6.75885,7.5496,0.79075,0.9174,0.323,-0.5944,0.17
